CleansedReadCode,Term,Disease,SnomedCTConceptId
D111100,Microangiopathic haemolytic anaemia,Anaemia Haemolytic,51071000
D111400,Drug-induced haemolytic anaemia,Anaemia Haemolytic,81711008
D111500,Infective haemolytic anaemia,Anaemia Haemolytic,38689004
D111y00,Other specified non-autoimmune haemolytic anaemia,Anaemia Haemolytic,191216004
D111z00,Non-autoimmune haemolytic anaemia NOS,Anaemia Haemolytic,191216004
D112.00,Haemoglobinuria due to haemolysis from external causes,Anaemia Haemolytic,191222008
D112000,Haemoglobinuria from exertion,Anaemia Haemolytic,387744007
D112011,March haemoglobinuria,Anaemia Haemolytic,387744007
D112012,Marchiafava - Micheli syndrome,Anaemia Haemolytic,387744007
D112100,Paroxysmal nocturnal haemoglobinuria,Anaemia Haemolytic,1963002
D112200,Paroxysmal cold haemoglobinuria,Anaemia Haemolytic,127057004
D112z00,Haemoglobinuria due to haemolysis from external cause NOS,Anaemia Haemolytic,191222008
D112z11,Cold haemoglobinuria,Anaemia Haemolytic,127057004
D112z12,Acquired haemolytic anaemia with haemoglobinuria NEC,Anaemia Haemolytic,191222008
D112z13,Paroxysmal haemoglobinuria NOS,Anaemia Haemolytic,191222008
D11z.00,Acquired haemolytic anaemia NOS,Anaemia Haemolytic,4854004
D11z000,Acquired spherocytosis,Anaemia Haemolytic,191228007
D1y..00,Other specified haemolytic anaemias,Anaemia Haemolytic,61261009
D1z..00,Haemolytic anaemias NOS,Anaemia Haemolytic,61261009
Dyu1.00,[X]Haemolytic anaemias,Anaemia Haemolytic,61261009
Dyu1300,[X]Other haemoglobinopathies,Anaemia Haemolytic,80141007
Dyu1500,[X]Other autoimmune haemolytic anaemias,Anaemia Haemolytic,413603009
D1...00,Haemolytic anaemias,Anaemia Haemolytic,61261009
D10..00,Hereditary haemolytic anaemias,Anaemia Haemolytic,38911009
D100.00,Hereditary spherocytosis,Anaemia Haemolytic,55995005
D100.12,Minkowski - Chauffard syndrome,Anaemia Haemolytic,55995005
D101.00,Hereditary elliptocytosis,Anaemia Haemolytic,191169008
D101.11,Ovalocytosis - hereditary,Anaemia Haemolytic,191169008
D102.00,Haemolytic anaemia due to glutathione metabolism disorder,Anaemia Haemolytic,191170009
D102000,Glucose-6-phosphate dehydrogenase deficiency anaemia,Anaemia Haemolytic,62403005
D102100,Favism,Anaemia Haemolytic,191172001
D102200,Drug-induced enzyme deficiency anaemia,Anaemia Haemolytic,15276008
D103000,Haemolytic anaemia due to hexokinase deficiency,Anaemia Haemolytic,191177007
D103100,Haemolytic anaemia due to pyruvate kinase deficiency,Anaemia Haemolytic,191178002
D103300,Anaemia due to disorders of nucleotide metabolism,Anaemia Haemolytic,191180008
D103z00,Enzyme deficiency haemolytic anaemia NOS,Anaemia Haemolytic,38911009
D107.00,Other haemoglobinopathies,Anaemia Haemolytic,80141007
D107000,Congenital Heinz-body anaemia,Anaemia Haemolytic,18273004
D107100,Hereditary persistence of fetal haemoglobin [HPFH],Anaemia Haemolytic,191201002
D107111,Hb F disease,Anaemia Haemolytic,191201002
D107200,Haemoglobin Bart's disease,Anaemia Haemolytic,5300004
D107600,Haemoglobin Zurich disease,Anaemia Haemolytic,191202009
D107y00,Other specified other haemoglobinopathy,Anaemia Haemolytic,80141007
D107z00,Other haemoglobinopathy NOS,Anaemia Haemolytic,80141007
D10y.00,Other specified hereditary haemolytic anaemias,Anaemia Haemolytic,38911009
D10y000,Stomatocytosis,Anaemia Haemolytic,3272007
D10yz00,Other specified hereditary haemolytic anaemia NOS,Anaemia Haemolytic,38911009
D10z.00,Hereditary haemolytic anaemia NOS,Anaemia Haemolytic,38911009
D11..00,Acquired haemolytic anaemias,Anaemia Haemolytic,4854004
D110.00,Autoimmune haemolytic anaemias,Anaemia Haemolytic,413603009
D110.11,Coombs positive haemolysis,Anaemia Haemolytic,413603009
D013z00,Other specified megaloblastic anaemia NEC NOS,Anaemia Nos,53165003
D014.00,Protein-deficiency anaemia,Anaemia Nos,191156009
D014000,Amino-acid deficiency anaemia,Anaemia Nos,65560000
D014100,Oroticaciduria,Anaemia Nos,47641009
D014z00,Protein-deficiency anaemia NOS,Anaemia Nos,191156009
D01y.00,Other specified nutritional deficiency anaemia,Anaemia Nos,267513007
D01y000,Vitamin C deficiency anaemia,Anaemia Nos,191161006
D01y100,Vitamin E deficiency anaemia,Anaemia Nos,24962009
D01yy00,Other specified other nutritional deficiency anaemia,Anaemia Nos,267513007
D01yz00,Other specified nutritional deficiency anaemia NOS,Anaemia Nos,267513007
D01z.00,Other deficiency anaemias NOS,Anaemia Nos,267513007
D01z.11,Megaloblastic anaemia NOS,Anaemia Nos,53165003
D01z000,[X]Megaloblastic anaemia NOS,Anaemia Nos,53165003
D0y..00,Other specified deficiency anaemias,Anaemia Nos,267513007
D0z..00,Deficiency anaemias NOS,Anaemia Nos,267513007
D2...00,Aplastic and other anaemias,Anaemia Nos,271737000
D21..00,Other and unspecified anaemias,Anaemia Nos,271737000
D210.00,Sideroblastic anaemia,Anaemia Nos,41841004
D210000,Congenital sideroblastic anaemia,Anaemia Nos,62677000
D210100,Acquired sideroblastic anaemia,Anaemia Nos,90175006
D210200,Pyridoxine-responsive sideroblastic anaemia,Anaemia Nos,191260004
D210300,Secondary sideroblastic anaemia due to disease,Anaemia Nos,191261000
D210400,Secondary sideroblastic anaemia due to drugs and toxins,Anaemia Nos,191262007
D210z00,Sideroblastic anaemia NOS,Anaemia Nos,41841004
D211.00,Acute posthaemorrhagic anaemia,Anaemia Nos,267530009
D211.11,Normocytic anaemia following acute bleed,Anaemia Nos,303060002
D212.00,Anaemia in neoplastic disease,Anaemia Nos,191265009
D212000,Anaemia in ovarian carcinoma,Anaemia Nos,307726001
D213.00,Refractory anaemia,Anaemia Nos,109996008
D215.00,Anaemia secondary to renal failure,Anaemia Nos,310647000
D214.00,Chronic anaemia,Anaemia Nos,191268006
D215000,Anaemia secondary to chronic renal failure,Anaemia Nos,49708008
D21y.00,Other specified anaemias,Anaemia Nos,271737000
D01..11,Megaloblastic anaemia,Anaemia Nos,53165003
D21y011,Congenital dyserythropoietic anaemia,Anaemia Nos,52951008
D21y012,Congenital dyserythropoiesis NEC,Anaemia Nos,52951008
D21y200,Leukoerythroblastic anaemia,Anaemia Nos,2694001
D21yy00,Other specified other anaemia,Anaemia Nos,271737000
D21yz00,Other specified anaemia NOS,Anaemia Nos,271737000
D21z.00,Anaemia unspecified,Anaemia Nos,271737000
D21z.11,Secondary anaemia NOS,Anaemia Nos,271737000
D21z.12,Normocytic anaemia due to unspecified cause,Anaemia Nos,300980002
D21z.13,Macrocytic anaemia of unspecified cause,Anaemia Nos,83414005
D2y..00,Other specified anaemias,Anaemia Nos,271737000
D2z..00,Other anaemias NOS,Anaemia Nos,271737000
Dyu2200,[X]Anaemia in other chronic diseases classified elsewhere,Anaemia Nos,234347009
Dyu2400,[X]Other specified anaemias,Anaemia Nos,271737000
D21y000,Congenital dyshaematopoietic anaemia,Anaemia Nos,52951008
145..11,H/O: anaemia,Anaemia Nos,275538002
D0...00,Deficiency anaemias,Anaemia Nos,267513007
D00..11,Hypochromic - microcytic anaemia,Anaemia Nos,44666001
D00..12,Microcytic - hypochromic anaemia,Anaemia Nos,44666001
D00y100,Microcytic hypochromic anaemia,Anaemia Nos,44666001
D00z200,Idiopathic hypochromic anaemia,Anaemia Nos,191136008
D01..00,Other deficiency anaemias,Anaemia Nos,267513007
D012112,Megaloblastic anaemia due to dietary causes,Anaemia Nos,234358000
D012500,Macrocytic anaemia unspecified cause,Anaemia Nos,83414005
D013.00,Other specified megaloblastic anaemia NEC,Anaemia Nos,53165003
J577000,Angiodysplasia of colon,Angiodysplasia of colon,197244008
388p.00,BASDAI - Bath ankylosing spondylitis disease activity index,Ankylosing Spondylitis,429712009
N100.00,Ankylosing spondylitis,Ankylosing Spondylitis,9631008
J571200,Anal prolapse,Anorectal Prolapse,111363006
7727y00,Other specified perineal operation for rectal prolapse,Anorectal Prolapse,174286001
J571.12,Proctoptosis,Anorectal Prolapse,57773001
7727z00,Perineal operation for rectal prolapse NOS,Anorectal Prolapse,174286001
J571.00,Rectal prolapse,Anorectal Prolapse,57773001
J571.11,Procidentia - anus and/or rectum,Anorectal Prolapse,57773001
J571000,Partial rectal prolapse,Anorectal Prolapse,71663002
J571100,Complete rectal prolapse,Anorectal Prolapse,197213004
J571z00,Rectal prolapse NOS,Anorectal Prolapse,57773001
J579.00,Rectal mucosa prolapse,Anorectal Prolapse,286041000000106
7723y00,Other specified fixation of rectum for prolapse,Anorectal Prolapse,10259007
7720y00,Partial excision of rectum and sigmoid colon for prolapse OS,Anorectal Prolapse,265411006
7723z00,Fixation of rectum for prolapse NOS,Anorectal Prolapse,10259007
7724y00,Other abdominal operation for rectal prolapse OS,Anorectal Prolapse,12092003
7724y11,Delorme repair of rectum for prolapse,Anorectal Prolapse,75894009
7724z00,Other abdominal operation for rectal prolapse NOS,Anorectal Prolapse,12092003
R036.00,[D]Polyphagia,Anorexia and Bulimia Nervosa,267023007
R036000,[D]Excessive eating,Anorexia and Bulimia Nervosa,267023007
R036011,[D]Bulimia NOS,Anorexia and Bulimia Nervosa,78004001
R036100,[D]Hyperalimentation,Anorexia and Bulimia Nervosa,27029007
E275y00,Other specified non-organic eating disorder,Anorexia and Bulimia Nervosa,72366004
SN42100,Starvation,Anorexia and Bulimia Nervosa,212968006
E275.00,Other and unspecified non-organic eating disorders,Anorexia and Bulimia Nervosa,72366004
E275000,Unspecified non-organic eating disorder,Anorexia and Bulimia Nervosa,72366004
E275100,Bulimia (non-organic overeating),Anorexia and Bulimia Nervosa,78004001
R036z00,[D]Polyphagia NOS,Anorexia and Bulimia Nervosa,267023007
E275111,Compulsive eating disorder,Anorexia and Bulimia Nervosa,78004001
E275z00,Non-organic eating disorder NOS,Anorexia and Bulimia Nervosa,72366004
Eu50.00,[X]Eating disorders,Anorexia and Bulimia Nervosa,72366004
Eu50100,[X]Atypical anorexia nervosa,Anorexia and Bulimia Nervosa,231522009
Eu50200,[X]Bulimia nervosa,Anorexia and Bulimia Nervosa,78004001
8HTN.00,Referral to eating disorders clinic,Anorexia and Bulimia Nervosa,400973003
Eu50212,[X]Hyperorexia nervosa,Anorexia and Bulimia Nervosa,78004001
9Nk9.00,Seen in eating disorder clinic,Anorexia and Bulimia Nervosa,439437006
E271.00,Anorexia nervosa,Anorexia and Bulimia Nervosa,56882008
Eu50400,[X]Overeating associated with other psychological disturbncs,Anorexia and Bulimia Nervosa,270902002
Eu50y00,[X]Other eating disorders,Anorexia and Bulimia Nervosa,72366004
R030z00,[D]Anorexia NOS,Anorexia and Bulimia Nervosa,451151000000109
Eu50y11,[X]Pica in adults,Anorexia and Bulimia Nervosa,14077003
Eu50z00,"[X]Eating disorder, unspecified",Anorexia and Bulimia Nervosa,72366004
Fy05.00,Nocturnal sleep-related eating disorder,Anorexia and Bulimia Nervosa,407666007
R030.00,[D]Anorexia,Anorexia and Bulimia Nervosa,496871000000107
U1B3.11,[X]Starvation,Anorexia and Bulimia Nervosa,406931000000104
F441200,Chronic anterior uveitis,Anterior and Intermediate Uveitis,398155003
F441100,Chronic iridocyclitis due to disease EC,Anterior and Intermediate Uveitis,193493000
F441000,Unspecified chronic iridocyclitis,Anterior and Intermediate Uveitis,77971008
F441.00,Chronic iridocyclitis,Anterior and Intermediate Uveitis,314429009
F440z00,Acute or subacute iritis NOS,Anterior and Intermediate Uveitis,267618008
F440700,Diabetic iritis,Anterior and Intermediate Uveitis,193489006
F440600,Hypopyon,Anterior and Intermediate Uveitis,87807004
F440400,Secondary infected iridocyclitis,Anterior and Intermediate Uveitis,193487008
F440300,Recurrent iridocyclitis,Anterior and Intermediate Uveitis,6869001
F440200,Primary iridocyclitis,Anterior and Intermediate Uveitis,12630008
F440100,Unspecified subacute iridocyclitis,Anterior and Intermediate Uveitis,267618008
F440000,Unspecified acute iridocyclitis,Anterior and Intermediate Uveitis,267618008
F440.00,Acute and subacute iridocyclitis,Anterior and Intermediate Uveitis,267618008
F44..12,Iridocyclitis,Anterior and Intermediate Uveitis,77971008
F432311,Pars planitis,Anterior and Intermediate Uveitis,45688009
C34y300,Gouty iritis,Anterior and Intermediate Uveitis,43193009
A173300,Tuberculous chronic iridocyclitis,Anterior and Intermediate Uveitis,186266008
A532200,Herpes zoster iridocyclitis,Anterior and Intermediate Uveitis,10698009
A544400,Herpes simplex iridocyclitis,Anterior and Intermediate Uveitis,13608004
F432300,Posterior cyclitis,Anterior and Intermediate Uveitis,314428001
A984100,Gonococcal iridocyclitis,Anterior and Intermediate Uveitis,9091006
F441.11,Chronic iritis,Anterior and Intermediate Uveitis,314429009
F443.11,Uveitis NOS,Anterior and Intermediate Uveitis,128473001
F443.00,Unspecified iridocyclitis,Anterior and Intermediate Uveitis,77971008
F442z00,Certain types of cyclitis NOS,Anterior and Intermediate Uveitis,77971008
F442200,Lens-induced iridocyclitis,Anterior and Intermediate Uveitis,410494003
F442100,Glaucomatocyclitic crises,Anterior and Intermediate Uveitis,29538005
F442000,Fuchs' heterochromic cyclitis,Anterior and Intermediate Uveitis,11226001
F442.00,Certain types of iridocyclitis,Anterior and Intermediate Uveitis,77971008
F441z00,Chronic iridocyclitis NOS,Anterior and Intermediate Uveitis,77971008
F443000,Anterior uveitis,Anterior and Intermediate Uveitis,410692006
F443100,Iritis,Anterior and Intermediate Uveitis,65074000
Eu40z00,"[X]Phobic anxiety disorder, unspecified",Anxiety,386810004
Eu40y00,[X]Other phobic anxiety disorders,Anxiety,386810004
Eu40100,[X]Social phobias,Anxiety,25501002
Eu40.00,[X]Phobic anxiety disorders,Anxiety,386810004
Eu34114,[X]Persistant anxiety depression,Anxiety,231504006
Eu34113,[X]Neurotic depression,Anxiety,78667006
E20z.00,Neurotic disorder NOS,Anxiety,111475002
E20yz00,Other neurotic disorder NOS,Anxiety,111475002
E202000,Phobia unspecified,Anxiety,386808001
E20y.00,Other neurotic disorders,Anxiety,111475002
E202100,Agoraphobia with panic attacks,Anxiety,191722009
ZV11200,[V]Personal history of neurosis,Anxiety,391261000000100
E202200,Agoraphobia without mention of panic attacks,Anxiety,61569007
E202600,Acrophobia,Anxiety,58963008
Eu41z00,"[X]Anxiety disorder, unspecified",Anxiety,197480006
E202z00,Phobic disorder NOS,Anxiety,386810004
Eu41y00,[X]Other specified anxiety disorders,Anxiety,197480006
Eu41300,[X]Other mixed anxiety disorders,Anxiety,231504006
Eu41111,[X]Anxiety neurosis,Anxiety,207363009
Eu41100,[X]Generalized anxiety disorder,Anxiety,21897009
Eu41000,[X]Panic disorder [episodic paroxysmal anxiety],Anxiety,371631005
Eu41.00,[X]Other anxiety disorders,Anxiety,197480006
146G.00,H/O: agoraphobia,Anxiety,414371008
1B1V.00,C/O - panic attack,Anxiety,395017009
225J.00,O/E - panic attack,Anxiety,417676004
225K.00,O/E - fearful mood,Anxiety,417620007
285..00,"Neurotic condition, insight present",Anxiety,268957000
286..00,Poor insight into neurotic condition,Anxiety,268958005
8G52.00,Antiphobic therapy,Anxiety,183399002
8G94.00,Anxiety management training,Anxiety,228560001
8HHp.00,Referral for guided self-help for anxiety,Anxiety,199101000000102
E20..00,Neurotic disorders,Anxiety,111475002
E200.00,Anxiety states,Anxiety,197480006
E200000,Anxiety state unspecified,Anxiety,198288003
E200100,Panic disorder,Anxiety,371631005
E200111,Panic attack,Anxiety,225624000
E200200,Generalised anxiety disorder,Anxiety,21897009
E200400,Chronic anxiety,Anxiety,191708009
E200500,Recurrent anxiety,Anxiety,191709001
E200z00,Anxiety state NOS,Anxiety,198288003
E201B00,Compensation neurosis,Anxiety,33693007
H410.11,Asbestos-induced pleural plaque,Asbestosis,233659006
H410.00,Pleural plaque disease due to asbestosis,Asbestosis,233659006
H41..00,Asbestosis,Asbestosis,22607003
H41z.00,Asbestosis NOS,Asbestosis,22607003
H330.11,Allergic asthma,Asthma,389145006
H330.00,Extrinsic (atopic) asthma,Asthma,389145006
H33..11,Bronchial asthma,Asthma,195967001
H33..00,Asthma,Asthma,195967001
H312000,Chronic asthmatic bronchitis,Asthma,195949008
663V300,Severe asthma,Asthma,370221004
663V200,Moderate asthma,Asthma,370219009
663V100,Mild asthma,Asthma,370218001
663V000,Occasional asthma,Asthma,370220003
663j.00,Asthma - currently active,Asthma,312453004
1O2..00,Asthma confirmed,Asthma,401193004
173d.00,Work aggravated asthma,Asthma,57607007
173c.00,Occupational asthma,Asthma,57607007
173A.00,Exercise induced asthma,Asthma,31387002
H330111,Extrinsic asthma with asthma attack,Asthma,708093000
H33z.11,Hyperreactive airways disease,Asthma,195967001
H47y000,Detergent asthma,Asthma,41553006
H35y700,Wood asthma,Asthma,56968009
H35y600,Sequoiosis (red-cedar asthma),Asthma,23315001
H33zz12,Allergic asthma NEC,Asthma,389145006
H33zz00,Asthma NOS,Asthma,195967001
H33z200,Late-onset asthma,Asthma,233679003
H33z111,Asthma attack NOS,Asthma,708038006
H33z100,Asthma attack,Asthma,708038006
H33z011,Severe asthma attack,Asthma,708038006
H33z000,Status asthmaticus NOS,Asthma,1064821000000109
H33z.00,Asthma unspecified,Asthma,195967001
H334.00,Brittle asthma,Asthma,225057002
H333.00,Acute exacerbation of asthma,Asthma,304527002
H332.00,Mixed asthma,Asthma,195977004
H331z00,Intrinsic asthma NOS,Asthma,266361008
H331111,Intrinsic asthma with asthma attack,Asthma,708094006
H331100,Intrinsic asthma with status asthmaticus,Asthma,1064821000000109
H331000,Intrinsic asthma without status asthmaticus,Asthma,12428000
H331.11,Late onset asthma,Asthma,233679003
H331.00,Intrinsic asthma,Asthma,266361008
H330z00,Extrinsic asthma NOS,Asthma,424643009
H330100,Extrinsic asthma with status asthmaticus,Asthma,1064821000000109
H330000,Extrinsic asthma without status asthmaticus,Asthma,63088003
H330.14,Pollen asthma,Asthma,233683003
H330.12,Childhood asthma,Asthma,233678006
