Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions
Anaemia & haematinic deficiency,234360003,D0110,,Vit B12 def anaem: [diet][Imersl-Grasbeck][Imerslund][Vegan],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234363001,D0110,,Vit B12 def anaem: [diet][Imersl-Grasbeck][Imerslund][Vegan],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,267517008,D0110,,Vit B12 def anaem: [diet][Imersl-Grasbeck][Imerslund][Vegan],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191142007,D0111,,Vit B12 defic anaemia due to malabsorption with proteinuria,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,85649008,D012.,,Folate-deficient megaloblastic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,15332004,D0121,,"Anaemia: [folate def or megaloblast, diet cause]/[goat milk]",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,267518003,D0121,,"Anaemia: [folate def or megaloblast, diet cause]/[goat milk]",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234358000,D0121,,"Anaemia: [folate def or megaloblast, diet cause]/[goat milk]",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191148006,D0122,,"Folate deficiency anaemia, drug-induced",5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191149003,D0123,,Folate deficiency anaemia due to malabsorption,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191150003,D0124,,Folate deficiency anaemia due to liver disorders,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191154007,D0130,,Combined B12 and folate deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191156009,D014.,,Protein-deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,85746008,D014.,,Protein-deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,65560000,D0140,,Amino acid deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,61261009,D1...,,Haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,40108008,D104.,,"(Thalassaemia (& Mediterr anaemia)) or (leptocytosis, hered)",,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,75451007,D1040,,Thalassaemia major: [NEC] or [Cooley's anaemia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,26682008,D1040,,Thalassaemia major: [NEC] or [Cooley's anaemia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,127040003,D106.,,Sickle cell anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,416180004,D1061,,Sickle cell anaemia with no crisis,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,417425009,D1062,,Sickle cell anaemia with crisis,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,4854004,D11..,,Acquired haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,413603009,D110.,,(Autoimmun haemolyt anaemia) or (Coombs positive haemolysis),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191210005,D1100,,Primary cold-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191211009,D1101,,Primary warm-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191212002,D1102,,Secondary cold-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191213007,D1103,,Secondary warm-type haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191216004,D111.,,Non-autoimmune haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191217008,D1110,,Mechanical haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,51071000,D1111,,Microangiopathic haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191218003,D1112,,Toxic haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,81711008,D1114,,Drug-induced haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,38689004,D1115,,Infective haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,271737000,D2...,,Aplastic and other anaemias,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,306058006,D20..,,Aplastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,275523003,D2002,,(Constit aplas anaem with malf) or (pancytopenia - dysmelia),,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,267524009,D2002,,(Constit aplas anaem with malf) or (pancytopenia - dysmelia),,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,267525005,D200y,,Other specified constitutional aplastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234343008,D201.,,Anaemia: [acquired aplastic] or [normocytic due to aplasia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,55907008,D201.,,Anaemia: [acquired aplastic] or [normocytic due to aplasia],,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191244003,D2010,,Aplastic anaemia due to chronic disease,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,267527002,D2011,,Anaemia: [aplast due drug][hypoplast due drug or chem subst],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191246001,D2012,,Aplastic anaemia due to infection,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191247005,D2013,,Aplastic anaemia due to radiation,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191248000,D2014,,Aplastic anaemia due to toxic cause,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191251007,D2017,,Transient hypoplastic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,50715003,D201z,,Anaemia: [named variants (& [NOS] or [NEC])],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234370001,D201z,,Anaemia: [named variants (& [NOS] or [NEC])],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191256002,D204.,,Idiopathic aplastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,41841004,D210.,,Sideroblastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,90175006,D2101,,Acquired sideroblastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191261000,D2103,,Secondary sideroblastic anaemia due to disease,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191262007,D2104,,Secondary sideroblastic anaemia due to drugs and toxins,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,303060002,D211.,,Acute posthaemorrhagic anaemia (& normocytic ),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,267530009,D211.,,Acute posthaemorrhagic anaemia (& normocytic ),5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191265009,D212.,,Anaemia in neoplastic disease,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191268006,D214.,,Chronic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,83414005,D21z.,,Anaemia: [unsp][secondary NOS][normocyt/macrocyt unsp cause],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,300980002,D21z.,,Anaemia: [unsp][secondary NOS][normocyt/macrocyt unsp cause],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,66612000,Dyu0.,,[X]Nutritional anaemias,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,52565000,Dyu05,,[X]Anaem(nonmegaloblast)assoc+oth specfd nutrition deficiens,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,419211000000105,Dyu1.,,[X]Haemolytic anaemias,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,396291000000103,Dyu2.,,[X]Aplastic and other anaemias,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234347009,Dyu22,,[X]Anaemia in other chronic diseases classified elsewhere,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,389601000000102,Dyu22,,[X]Anaemia in other chronic diseases classified elsewhere,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234348004,X20Bv,,Anaemia of renal disease,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234349007,X20Bw,,Microcytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234364007,X20CG,,Combined deficiency anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,234366009,X20CI,,Alcohol-related sideroblastic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,77607006,X20CJ,,Drug-induced sideroblastic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,28975000,X20CP,,Constitutional aplastic anaemia without malformation,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,191222008,X20Ca,,Acquired haemolytic anaemia with haemoglobinuria NEC,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,3978000,X20Ce,,Warm autoimmune haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,197284004,XE13o,,Autoimmune haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,286928002,XE14U,,Anaemia: [deficiency excluding iron] or [megaloblastic],5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,276448005,Xa05o,,Idiopathic sideroblastic anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,398937006,Xa36n,,Cold autoimmune haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,128847002,XaBC5,,[M] Refractory anaemia with excess of blasts,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,307726001,XaBDS,,Anaemia in ovarian carcinoma,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,309742004,XaC0z,,Drug-induced autoimmune haemolytic anaemia,5,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,310647000,XaCLx,,Anaemia secondary to renal failure,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,49708008,XaCLy,,Anaemia secondary to chronic renal failure,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,221231000000105,XaM6S,,Hypoplastic haemolytic and renal anaemia drugs Band 1,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,221241000000101,XaM6T,,Hypoplastic haemolytic and renal anaemia drugs Band 2,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,441482006,XaQi5,,History of sickle cell anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,820601000000103,XaYv2,,Refractory anaemia with multilineage dysplasia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,866381000000109,Xaa65,,Recurrent anaemia,,,Anaemia deficit (i.e. all codes) resolve if there is a normal lab Hb following initial diagnosis
Anaemia & haematinic deficiency,271026005,,,Hb estimation (procedure),,,"Result below lower reference range for sex (if not specified in dataset, for males use <13.0, >25.0, <130 and for females use <11.5, >25.0, <115 taken from Oxford Handbook of Clinical & Laboratory Investigations and accounting for change from g/dL to g/L)"
Anxiety,702535006,173f.00,,Anxiety about breathlessness,5,,
Anxiety,162189001,1B1..00,,General nervous symptoms,5,,
Anxiety,424196004,1B12.00,,"""Nerves"" - nervousness",5,,
Anxiety,48694002,1B13.00,,Anxiousness,5,,
Anxiety,263897001,1B14.11,,Tenseness - symptom,5,,
Anxiety,395017009,1B1V.00,,C/O - panic attack,5,,
Anxiety,79015004,1BK..00,,Worried,5,,
Anxiety,417676004,225J.00,,O/E - panic attack,5,,
Anxiety,908541000000103,8CAZ000,,Patient given advice about management of anxiety,5,,
Anxiety,228560001,8G94.00,,Anxiety management training,5,,
Anxiety,199101000000102,8HHp.00,,Referral for guided self-help for anxiety,5,,
Anxiety,933461000000100,8IH5300,,Referral for guided self-help for anxiety declined,5,,
Anxiety,198288003,E200.00,,Anxiety states,5,,
Anxiety,197480006,E200.00,,Anxiety states,5,,
Anxiety,371631005,E200100,,Panic disorder,5,,
Anxiety,225624000,E200111,,Panic attack,5,,
Anxiety,21897009,E200200,,Generalised anxiety disorder,5,,
Anxiety,207363009,E200200,,Generalised anxiety disorder,5,,
Anxiety,231504006,E200300,,Anxiety with depression,5,,
